Address:,USB0::0x0957::0x179B::MY59127617::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.0043229169975,-0.538693399168551,-0.0450628001708537,
,,,-0.004270833665,-0.536683349171653,-0.0442085288232192,
,,,-0.0042187503325,-0.53517581167398,-0.0322487299563363,
,,,-0.004166667,-0.533165761677083,-0.0373743580421433,
,,,-0.0041145836675,-0.531155711680185,-0.0339572726516053,
,,,-0.004062500335,-0.529648174182512,-0.0373743580421433,
,,,-0.0040104170025,-0.528140636684839,-0.0339572726516053,
,,,-0.00395833367,-0.526130586687941,-0.0271231018705294,
,,,-0.0039062503375,-0.524120536691044,-0.0202889310894534,
,,,-0.003854167005,-0.52261299919337,-0.0049120468320325,
,,,-0.0038020836725,-0.520602949196473,-0.0202889310894534,
,,,-0.00375000034,-0.518592899199575,-0.0331030013039708,
,,,-0.0036979170075,-0.516582849202678,-0.0271231018705294,
,,,-0.003645833675,-0.51457279920578,-0.0185803883941844,
,,,-0.0035937503425,-0.512562749208882,-0.0194346597418189,
,,,-0.00354166701,-0.51005018671276,-0.0313944586087018,
,,,-0.0034895836775,-0.508542649215087,-0.0279773732181638,
,,,-0.003437500345,-0.50653259921819,-0.0211432024370879,
,,,-0.0033854170125,-0.504522549221292,-0.0271231018705294,
,,,-0.00333333368,-0.502512499224395,-0.012600488960743,
,,,-0.0032812503475,-0.499999936728273,-0.0143090316560119,
,,,-0.003229167015,-0.497989886731375,-0.0279773732181638,
,,,-0.0031770836825,-0.495979836734477,-0.0228517451323569,
,,,-0.00312500035,-0.492964761739131,-0.0194346597418189,
,,,-0.0030729170175,-0.489949686743785,-0.012600488960743,
,,,-0.003020833685,-0.486934611748438,-0.0322487299563363,
,,,-0.0029687503525,-0.483417024253868,-0.010891946265474,
,,,-0.00291666702,-0.479396924260072,-0.0100376749178395,
,,,-0.0028645836875,-0.475376824266277,-0.00662058952730149,
,,,-0.002812500355,-0.471356724272482,-0.005766318179667,
,,,-0.0027604170225,-0.467336624278687,0.00875629473011941,
